"state","year","cigsale","lnincome","beer","age15to24","retprice","UnitId"
"Rhode Island",1973,142,9.785204,NA,0.1852327,40.6,29
"Rhode Island",1974,146.1,9.765945,NA,0.1859243,41.3,29
"Rhode Island",1975,154.7,9.757126,NA,0.1866159,44.3,29
"Rhode Island",1976,150.2,9.795517,NA,0.1873075,52.2,29
"Rhode Island",1977,148.8,9.819708,NA,0.1879991,52.3,29
"Rhode Island",1978,146.8,9.842971,NA,0.1886907,56.3,29
"Rhode Island",1979,145.8,9.843946,NA,0.1893823,58.7,29
"Rhode Island",1980,149.3,9.835399,NA,0.1900739,60,29
"Rhode Island",1981,151.2,9.836284,NA,0.1864105,64.5,29
"Rhode Island",1982,146.3,9.842975,NA,0.182747,71.6,29
"Rhode Island",1983,135.8,9.882348,NA,0.1790835,84,29
"Rhode Island",1984,136.9,9.931385,25.1,0.17542,94.8,29
"Rhode Island",1985,133.4,9.955239,25.7,0.1717566,100.3,29
"Rhode Island",1986,136.3,10.00257,26,0.1680931,101.8,29
"Rhode Island",1987,124.4,10.02757,25.6,0.1644296,113.5,29
"Rhode Island",1988,138,10.0653,25.3,0.1607662,121.5,29
"Rhode Island",1989,120.8,10.08002,24.8,0.1571027,134.8,29
"Rhode Island",1990,101.4,10.05992,24,0.1534392,150.9,29
"Rhode Island",1991,103.6,10.03951,24.3,NA,170.3,29
"Rhode Island",1992,100.1,10.0497,22.8,NA,190,29
"Rhode Island",1993,94.1,10.06695,22.3,NA,197.9,29
"Rhode Island",1994,91.9,10.08022,22.6,NA,168.9,29
"Rhode Island",1995,90.8,10.13503,22.2,NA,209.6,29
"Rhode Island",1996,87.5,10.14552,21.7,NA,214.9,29
"Rhode Island",1997,90,10.15322,22.9,NA,217,29
"Rhode Island",1998,88.7,NA,NA,NA,232.2,29
"Rhode Island",1999,86.9,NA,NA,NA,251.7,29
"Rhode Island",2000,83.1,NA,NA,NA,322.9,29
"South Carolina",1970,103.6,NA,NA,0.2003088,32.5,30
"South Carolina",1971,115,NA,NA,0.2004893,34.3,30
"South Carolina",1972,118.7,9.509309,NA,0.2006698,34.1,30
"South Carolina",1973,125.5,9.563993,NA,0.2008503,33.5,30
"South Carolina",1974,129.7,9.558746,NA,0.2010309,35.2,30
"South Carolina",1975,130.5,9.527854,NA,0.2012114,38.1,30
"South Carolina",1976,136.8,9.574728,NA,0.2013919,41,30
"South Carolina",1977,137.2,9.589702,NA,0.2015724,42.2,30
"South Carolina",1978,140.4,9.626875,NA,0.201753,49.2,30
"South Carolina",1979,135.7,9.623209,NA,0.2019335,50.2,30
"South Carolina",1980,138.3,9.601186,NA,0.202114,52.3,30
"South Carolina",1981,136.1,9.600561,NA,0.197689,54.7,30
"South Carolina",1982,136,9.58379,NA,0.193264,61.9,30
"South Carolina",1983,131.1,9.625991,NA,0.1888389,72.4,30
"South Carolina",1984,127,9.675049,22,0.1844139,81.3,30
"South Carolina",1985,125.4,9.697684,22.1,0.1799889,83,30
"South Carolina",1986,126.6,9.729729,22.9,0.1755639,88.7,30
"South Carolina",1987,126.6,9.754577,23.5,0.1711388,95.3,30
"South Carolina",1988,124.4,9.792579,24,0.1667138,99.9,30
"South Carolina",1989,122.4,9.796468,24,0.1622888,111.9,30
"South Carolina",1990,118.6,9.827639,25.6,0.1578638,125.2,30
"South Carolina",1991,121.5,9.810625,23.8,NA,129,30
"South Carolina",1992,112.8,9.825443,23.8,NA,151.9,30
"South Carolina",1993,115.2,9.834693,24.2,NA,164.5,30
"South Carolina",1994,112.2,9.867614,24.7,NA,139.1,30
"South Carolina",1995,109.2,9.909873,24.9,NA,140,30
"South Carolina",1996,102.9,9.926654,25.4,NA,149.5,30
"South Carolina",1997,124.5,9.936011,25.6,NA,153.9,30
"South Carolina",1998,126.9,NA,NA,NA,165.3,30
"South Carolina",1999,109.4,NA,NA,NA,179.6,30
"South Carolina",2000,103.9,NA,NA,NA,255.3,30
"South Dakota",1970,92.7,NA,NA,0.1786787,38.5,31
"South Dakota",1971,96.7,NA,NA,0.1804924,38.5,31
"South Dakota",1972,103,9.630849,NA,0.1823062,39.1,31
"South Dakota",1973,103.5,9.808781,NA,0.1841199,39.6,31
"South Dakota",1974,108.4,9.697824,NA,0.1859337,40.4,31
"South Dakota",1975,113.5,9.694462,NA,0.1877474,42.8,31
"South Dakota",1976,116.7,9.623668,NA,0.1895612,45,31
"South Dakota",1977,115.6,9.678478,NA,0.1913749,46.4,31
"South Dakota",1978,116.9,9.756708,NA,0.1931887,53.2,31
"South Dakota",1979,117.4,9.752883,NA,0.1950025,54.1,31
"South Dakota",1980,114.7,9.616186,NA,0.1968162,58.8,31
"South Dakota",1981,115.7,9.665717,NA,0.1910096,62.3,31
"South Dakota",1982,113,9.649113,NA,0.185203,68,31
"South Dakota",1983,109.8,9.655467,NA,0.1793965,78.8,31
"South Dakota",1984,105.7,9.721091,21.7,0.1735899,89.8,31
"South Dakota",1985,104.4,9.719058,20.9,0.1677833,92.3,31
"South Dakota",1986,97,9.753733,21.2,0.1619767,108.5,31
"South Dakota",1987,95.8,9.779507,21.5,0.1561701,113.7,31
"South Dakota",1988,91.9,9.765355,21,0.1503635,124.7,31
"South Dakota",1989,87.4,9.814281,21.6,0.1445569,130.1,31
"South Dakota",1990,88.3,9.861736,23.4,0.1387504,138.9,31
"South Dakota",1991,91.8,9.869862,23.5,NA,150.3,31
"South Dakota",1992,93,9.896075,23.6,NA,163,31
"South Dakota",1993,91.6,9.902386,23.5,NA,180.3,31
"South Dakota",1994,94.8,9.972072,24.3,NA,154.4,31
"South Dakota",1995,98.6,9.924325,23.7,NA,162.1,31
"South Dakota",1996,92.3,9.987908,24.3,NA,171.2,31
"South Dakota",1997,88.8,9.955563,24.1,NA,181.7,31
"South Dakota",1998,88.3,NA,NA,NA,192.8,31
"South Dakota",1999,83.5,NA,NA,NA,207.9,31
"South Dakota",2000,75.1,NA,NA,NA,272.9,31
"Tennessee",1970,99.8,NA,NA,0.1780438,39.9,32
"Tennessee",1971,106.3,NA,NA,0.1788193,41.6,32
"Tennessee",1972,111.5,9.569716,NA,0.1795947,41.6,32
"Tennessee",1973,109.7,9.630975,NA,0.1803702,40.8,32
"Tennessee",1974,114.8,9.609496,NA,0.1811456,42.5,32
"Tennessee",1975,117.4,9.584546,NA,0.1819211,45.3,32
"Tennessee",1976,121.7,9.63203,NA,0.1826965,48.3,32
"Tennessee",1977,124.6,9.655991,NA,0.1834719,49.6,32
"Tennessee",1978,127.3,9.700672,NA,0.1842474,54.8,32
"Tennessee",1979,127.2,9.690542,NA,0.1850229,57.3,32
"Tennessee",1980,130.4,9.657698,NA,0.1857983,60.3,32
"Tennessee",1981,129.1,9.655215,NA,0.1821052,63.7,32
"Tennessee",1982,131.4,9.642689,NA,0.1784122,68.3,32
"Tennessee",1983,129,9.672341,NA,0.1747191,79.1,32
"Tennessee",1984,125.1,9.729241,19.7,0.171026,88.3,32
"Tennessee",1985,128.7,9.757005,19.8,0.1673329,92.5,32
"Tennessee",1986,129,9.814326,20.9,0.1636398,98.8,32
"Tennessee",1987,130.6,9.84234,21,0.1599468,103.5,32
"Tennessee",1988,125.3,9.864699,21.5,0.1562537,112.1,32
"Tennessee",1989,124.7,9.878853,21.1,0.1525606,121.5,32
"Tennessee",1990,121.8,9.879503,21.9,0.1488675,135,32
"Tennessee",1991,120.6,9.874686,21.4,NA,137.4,32
"Tennessee",1992,121,9.911444,21.7,NA,163.9,32
"Tennessee",1993,120.8,9.925889,21.6,NA,170.2,32
"Tennessee",1994,118.8,9.96069,21.5,NA,150.3,32
"Tennessee",1995,125.4,10.02626,21.4,NA,153,32
"Tennessee",1996,119.2,10.0345,21.5,NA,155.9,32
"Tennessee",1997,118.9,10.03078,21.3,NA,161.1,32
"Tennessee",1998,119.7,NA,NA,NA,167.7,32
"Tennessee",1999,115.6,NA,NA,NA,189.5,32
"Tennessee",2000,108.7,NA,NA,NA,261.2,32
"Texas",1970,106.4,NA,NA,0.1831414,40.4,33
"Texas",1971,108.9,NA,NA,0.1843086,42,33
"Texas",1972,108.6,9.675209,NA,0.1854758,46.9,33
"Texas",1973,110.4,9.725444,NA,0.186643,46.4,33
"Texas",1974,114.7,9.722986,NA,0.1878102,47.5,33
"Texas",1975,116,9.734613,NA,0.1889774,50.6,33
"Texas",1976,121.4,9.780997,NA,0.1901446,53.3,33
"Texas",1977,124.2,9.812738,NA,0.1913118,53.3,33
"Texas",1978,126.6,9.863807,NA,0.192479,59.1,33
"Texas",1979,126.4,9.877561,NA,0.1936462,62.2,33
"Texas",1980,129.7,9.86858,NA,0.1948134,63.7,33
"Texas",1981,129,9.898189,NA,0.1905501,66.9,33
"Texas",1982,131.2,9.887209,NA,0.1862867,73.8,33
"Texas",1983,126.4,9.880212,NA,0.1820234,84.1,33
"Texas",1984,117.2,9.909603,29.8,0.17776,93.8,33
"Texas",1985,115.9,9.928036,29.1,0.1734967,102.1,33
"Texas",1986,113.7,9.8984,29,0.1692333,105.5,33
"Texas",1987,105.8,9.88912,27.5,0.16497,114.4,33
"Texas",1988,96.5,9.905223,27.5,0.1607066,128,33
"Texas",1989,94.5,9.919108,27.6,0.1564433,137,33
"Texas",1990,85.6,9.930641,29,0.1521799,145.7,33
"Texas",1991,79.4,9.930667,27.7,NA,173.6,33
"Texas",1992,77.2,9.957264,28.5,NA,186,33
"Texas",1993,81.3,9.964247,28.1,NA,204.6,33
"Texas",1994,78.8,9.974076,28.3,NA,177.7,33
"Texas",1995,75.2,10.03184,27.1,NA,185,33
"Texas",1996,74.6,10.05282,27.1,NA,188.4,33
"Texas",1997,72.6,10.0708,27,NA,189.8,33
"Texas",1998,73.2,NA,NA,NA,201.8,33
"Texas",1999,67.6,NA,NA,NA,225,33
"Texas",2000,69.3,NA,NA,NA,292.3,33
"Utah",1970,65.5,NA,NA,0.2020774,34.6,34
"Utah",1971,67.7,NA,NA,0.2020613,36.6,34
"Utah",1972,71.3,9.601122,NA,0.2020452,37.2,34
"Utah",1973,72.7,9.626667,NA,0.2020292,36.5,34
"Utah",1974,75.6,9.612169,NA,0.2020131,37.8,34
"Utah",1975,75.8,9.601021,NA,0.201997,40.5,34
"Utah",1976,77.9,9.64516,NA,0.2019809,43.4,34
"Utah",1977,78,9.673471,NA,0.2019648,44.7,34
"Utah",1978,79.6,9.70817,NA,0.2019487,49.5,34
"Utah",1979,79.1,9.694103,NA,0.2019326,53.7,34
"Utah",1980,74.8,9.654541,NA,0.2019165,57.2,34
"Utah",1981,77.6,9.640061,NA,0.198395,62.7,34
"Utah",1982,73.6,9.628076,NA,0.1948735,68.1,34
"Utah",1983,69,9.643308,NA,0.191352,82,34
"Utah",1984,66.3,9.678898,13.4,0.1878305,95.3,34
"Utah",1985,66.5,9.697767,13.8,0.184309,104.6,34
"Utah",1986,64.4,9.715573,13.7,0.1807875,103.5,34
"Utah",1987,67.7,9.719886,13,0.177266,108.6,34
"Utah",1988,55,9.729156,12.8,0.1737445,122.9,34
"Utah",1989,57,9.74602,12.7,0.170223,135.6,34
"Utah",1990,53.4,9.755159,12.7,0.1667015,151.9,34
"Utah",1991,53.5,9.762184,13.2,NA,167.1,34
"Utah",1992,55,9.783387,13,NA,170.1,34
"Utah",1993,56.2,9.793717,21.9,NA,180.1,34
"Utah",1994,55.8,9.836629,12.9,NA,160.4,34
"Utah",1995,52,9.872345,12.8,NA,168.8,34
"Utah",1996,54,9.904766,13.2,NA,174.9,34
"Utah",1997,57,9.91558,13,NA,186.2,34
"Utah",1998,42.3,NA,NA,NA,222.7,34
"Utah",1999,43.9,NA,NA,NA,243.7,34
"Utah",2000,40.7,NA,NA,NA,312.9,34
"Vermont",1970,122.6,NA,NA,0.1797753,37.7,35
"Vermont",1971,124.4,NA,NA,0.1813672,39.5,35
"Vermont",1972,138,9.673069,NA,0.1829592,40,35
"Vermont",1973,146.8,9.699159,NA,0.1845511,39.8,35
"Vermont",1974,151.8,9.661792,NA,0.1861431,41.3,35
"Vermont",1975,155.5,9.637124,NA,0.187735,41.8,35
"Vermont",1976,171.1,9.680714,NA,0.1893269,47.1,35
"Vermont",1977,169.4,9.687761,NA,0.1909189,47,35
"Vermont",1978,162.4,9.746978,NA,0.1925108,52.5,35
"Vermont",1979,160.9,9.747611,NA,0.1941028,54.8,35
"Vermont",1980,161.6,9.722965,NA,0.1956947,58.9,35
"Vermont",1981,163.8,9.72744,NA,0.1911066,61,35
"Vermont",1982,162.3,9.723439,NA,0.1865185,66.8,35
"Vermont",1983,153.8,9.759017,NA,0.1819305,77,35
"Vermont",1984,144.3,9.80524,26.3,0.1773424,90.6,35
"Vermont",1985,144.5,9.848504,26.6,0.1727543,95.5,35
"Vermont",1986,131.2,9.907775,27.6,0.1681662,104.9,35
"Vermont",1987,128.3,9.935688,27.8,0.1635781,113.8,35
"Vermont",1988,128.7,9.960271,27,0.15899,123.7,35
"Vermont",1989,120.9,9.992056,26,0.1544019,129.7,35
"Vermont",1990,124.3,9.972933,26.1,0.1498138,143.7,35
"Vermont",1991,120.9,9.951283,25,NA,150.1,35
"Vermont",1992,126.5,9.976772,23.9,NA,168,35
"Vermont",1993,117.2,9.979687,23.7,NA,173.8,35
"Vermont",1994,120.3,9.993938,23.3,NA,159.6,35
"Vermont",1995,123.2,10.04172,22.8,NA,160.1,35
"Vermont",1996,102.5,10.06101,23.3,NA,196.4,35
"Vermont",1997,97.7,10.0434,2.5,NA,201.9,35
"Vermont",1998,97,NA,NA,NA,213.9,35
"Vermont",1999,94.1,NA,NA,NA,233.7,35
"Vermont",2000,88.9,NA,NA,NA,301.1,35
"Virginia",1970,124.3,NA,NA,0.1894216,28.8,36
"Virginia",1971,128.4,NA,NA,0.1898735,30.2,36
"Virginia",1972,137,9.736405,NA,0.1903254,29.9,36
"Virginia",1973,143.1,9.781525,NA,0.1907773,30.1,36
"Virginia",1974,149.6,9.772517,NA,0.1912292,31.3,36
"Virginia",1975,152.7,9.761777,NA,0.1916811,33.6,36
"Virginia",1976,158.1,9.799573,NA,0.192133,37.9,36
"Virginia",1977,157.7,9.828063,NA,0.1925849,38.4,36
"Virginia",1978,155.9,9.868163,NA,0.1930367,42.8,36
"Virginia",1979,151.8,9.870887,NA,0.1934886,45.8,36
"Virginia",1980,148.9,9.866592,NA,0.1939405,48.5,36
"Virginia",1981,149.9,9.86719,NA,0.1898061,51.8,36
"Virginia",1982,147.4,9.870553,NA,0.1856717,56.4,36
"Virginia",1983,144.7,9.907087,NA,0.1815373,68.8,36
"Virginia",1984,136.8,9.955709,22.4,0.1774029,76,36
"Virginia",1985,134.6,9.98497,22.4,0.1732686,83.6,36
"Virginia",1986,135.8,10.03191,23.4,0.1691342,91.3,36
"Virginia",1987,133,10.05443,23.5,0.1649998,94.6,36
"Virginia",1988,129.5,10.07846,23.3,0.1608654,102.1,36
"Virginia",1989,122.5,10.09796,23.6,0.156731,109.4,36
"Virginia",1990,118.9,10.08653,24,0.1525966,128.6,36
"Virginia",1991,109.1,10.07138,23,NA,136.5,36
"Virginia",1992,108.2,10.08065,22.5,NA,157.9,36
"Virginia",1993,105.4,10.08279,22.2,NA,165.7,36
"Virginia",1994,106.2,10.10628,21.7,NA,156.5,36
"Virginia",1995,106.7,10.15624,20.7,NA,157.5,36
"Virginia",1996,104.6,10.17183,20.6,NA,159.6,36
"Virginia",1997,108,10.17056,20.5,NA,159.6,36
"Virginia",1998,105.6,NA,NA,NA,162.2,36
"Virginia",1999,102.1,NA,NA,NA,183.7,36
"Virginia",2000,96.7,NA,NA,NA,252.8,36
"West Virginia",1970,114.5,NA,NA,0.1725917,33.7,37
"West Virginia",1971,111.5,NA,NA,0.1731274,41.6,37
"West Virginia",1972,117.5,9.542988,NA,0.1736631,41.3,37
"West Virginia",1973,116.6,9.569655,NA,0.1741988,39.9,37
"West Virginia",1974,119.9,9.565596,NA,0.1747345,42,37
"West Virginia",1975,123.2,9.585304,NA,0.1752702,45.2,37
"West Virginia",1976,129.7,9.626164,NA,0.1758059,48.4,37
"West Virginia",1977,133.9,9.658364,NA,0.1763416,48.9,37
"West Virginia",1978,131.6,9.687846,NA,0.1768773,53.9,37
"West Virginia",1979,122.1,9.683867,NA,0.177413,62.4,37
"West Virginia",1980,122.3,9.652032,NA,0.1779487,64.3,37
"West Virginia",1981,120.5,9.629269,NA,0.1746692,66.2,37
"West Virginia",1982,119.8,9.626738,NA,0.1713896,75.1,37
"West Virginia",1983,115.7,9.612957,NA,0.1681101,88.2,37
"West Virginia",1984,111.9,9.640779,19.7,0.1648305,97.2,37
"West Virginia",1985,109.1,9.651716,19.7,0.161551,103.2,37
"West Virginia",1986,112.1,9.688001,19.6,0.1582714,104.1,37
"West Virginia",1987,107.5,9.683081,19.9,0.1549919,112.8,37
"West Virginia",1988,109.1,9.708301,20.1,0.1517123,122.2,37
"West Virginia",1989,104,9.724772,20.2,0.1484328,131.2,37
"West Virginia",1990,104.1,9.748378,21.7,0.1451532,142.9,37
"West Virginia",1991,100.1,9.757508,21.5,NA,144.1,37
"West Virginia",1992,97.9,9.784765,21,NA,158.2,37
"West Virginia",1993,111,9.794651,21.6,NA,166.2,37
"West Virginia",1994,104.2,9.830106,21.5,NA,150.1,37
"West Virginia",1995,115.2,9.83427,20.9,NA,156.8,37
"West Virginia",1996,112.7,9.845186,21,NA,157.3,37
"West Virginia",1997,114.5,9.837127,21,NA,160.9,37
"West Virginia",1998,114.6,NA,NA,NA,171.1,37
"West Virginia",1999,112.4,NA,NA,NA,192.4,37
"West Virginia",2000,107.9,NA,NA,NA,253.7,37
"Wisconsin",1970,106.4,NA,NA,0.174287,38.5,38
"Wisconsin",1971,105.4,NA,NA,0.1763441,40.2,38
"Wisconsin",1972,108.8,9.749259,NA,0.1784011,40.3,38
"Wisconsin",1973,109.5,9.797751,NA,0.1804582,42.6,38
"Wisconsin",1974,111.8,9.782349,NA,0.1825152,43.9,38
"Wisconsin",1975,113.5,9.766184,NA,0.1845723,46.6,38
"Wisconsin",1976,115.4,9.807609,NA,0.1866294,51.3,38
"Wisconsin",1977,117.2,9.852298,NA,0.1886864,52.1,38
"Wisconsin",1978,116.7,9.88982,NA,0.1907435,57.1,38
"Wisconsin",1979,117.1,9.892312,NA,0.1928006,58.7,38
"Wisconsin",1980,117.6,9.855584,NA,0.1948576,61.2,38
"Wisconsin",1981,119.9,9.834293,NA,0.1897798,64.9,38
"Wisconsin",1982,115.6,9.821299,NA,0.184702,75,38
"Wisconsin",1983,106.3,9.83835,NA,0.1796242,92,38
"Wisconsin",1984,105.6,9.881549,32.9,0.1745464,100.8,38
"Wisconsin",1985,107,9.894386,32.1,0.1694686,106.8,38
"Wisconsin",1986,105.4,9.932973,32.7,0.1643908,110.8,38
"Wisconsin",1987,106,9.941294,31.5,0.159313,116.3,38
"Wisconsin",1988,102.6,9.947214,31,0.1542352,128.6,38
"Wisconsin",1989,100.3,9.965262,30.2,0.1491573,138.3,38
"Wisconsin",1990,94,9.969337,30.5,0.1440795,151.1,38
"Wisconsin",1991,95.5,9.960521,29,NA,158.6,38
"Wisconsin",1992,96.2,9.99266,28.1,NA,176.5,38
"Wisconsin",1993,91.2,9.999533,28.3,NA,195.5,38
"Wisconsin",1994,91.8,10.03168,28.3,NA,178.6,38
"Wisconsin",1995,93.5,10.07112,28,NA,188,38
"Wisconsin",1996,92.1,10.09,27.6,NA,200.5,38
"Wisconsin",1997,91.9,10.09384,28.6,NA,200.7,38
"Wisconsin",1998,88.7,NA,NA,NA,210.8,38
"Wisconsin",1999,84.4,NA,NA,NA,243.5,38
"Wisconsin",2000,80.1,NA,NA,NA,312.8,38
"Wyoming",1970,132.2,NA,NA,0.1746988,34.1,39
"Wyoming",1971,131.7,NA,NA,0.1772289,34.4,39
"Wyoming",1972,140,9.76671,NA,0.179759,34.4,39
"Wyoming",1973,141.2,9.843485,NA,0.1822892,34.4,39
"Wyoming",1974,145.8,9.85929,NA,0.1848193,35.8,39
"Wyoming",1975,160.7,9.848104,NA,0.1873494,38.6,39
"Wyoming",1976,161.5,9.871498,NA,0.1898795,42.6,39
"Wyoming",1977,160.4,9.923921,NA,0.1924096,43.4,39
"Wyoming",1978,160.3,10.00353,NA,0.1949398,49.8,39
"Wyoming",1979,168.6,10.01674,NA,0.1974699,51.7,39
"Wyoming",1980,158.1,10.01396,NA,0.2,55.3,39
"Wyoming",1981,163.1,9.99972,NA,0.1935518,55.9,39
"Wyoming",1982,157.7,9.945314,NA,0.1871035,64.3,39
"Wyoming",1983,141.2,9.884188,NA,0.1806553,71,39
"Wyoming",1984,128.9,9.884352,26.3,0.174207,81.7,39
"Wyoming",1985,125.7,9.910659,26,0.1677588,87.4,39
"Wyoming",1986,124.8,9.874267,24.5,0.1613106,97.8,39
"Wyoming",1987,110.4,9.839849,24.5,0.1548623,102.7,39
"Wyoming",1988,114.3,9.870647,23.6,0.1484141,112.9,39
"Wyoming",1989,111.4,9.892477,23,0.1419659,118.6,39
"Wyoming",1990,96.9,9.939313,25.1,0.1355176,129.5,39
"Wyoming",1991,109.1,9.978408,24.7,NA,136,39
"Wyoming",1992,110.8,9.979329,24.7,NA,155.1,39
"Wyoming",1993,108.4,9.995123,24.3,NA,166.9,39
"Wyoming",1994,111.2,10.00381,25,NA,147.4,39
"Wyoming",1995,115,10.00949,23.6,NA,153,39
"Wyoming",1996,110.3,10.01677,24.6,NA,162.5,39
"Wyoming",1997,108.8,10.02561,24.6,NA,164.1,39
"Wyoming",1998,102.9,NA,NA,NA,168.8,39
"Wyoming",1999,104.8,NA,NA,NA,189.6,39
"Wyoming",2000,90.5,NA,NA,NA,267.1,39
